ID,Name,Team,Games,Sport,Event,Medal
70398,Kazimierz Lipie,Poland,1976 Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
70400,Tara Kristen Lipinski (-Kapostasy),United States,1998 Winter,Figure Skating,Figure Skating Women's Singles,Gold
70401,Yuliya Vyacheslavovna Lipnitskaya,Russia,2014 Winter,Figure Skating,Figure Skating Mixed Team,Gold
70404,Luka Lipoinovi,Yugoslavia,1956 Summer,Football,Football Men's Football,Silver
70411,Curt Ewald Rudolf Lippert,Germany,1936 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
70414,Donald Fithian Lippincott,United States,1912 Summer,Athletics,Athletics Men's 100 metres,Bronze
70414,Donald Fithian Lippincott,United States,1912 Summer,Athletics,Athletics Men's 200 metres,Silver
70415,Dirk Reinier Lippits,Netherlands,2000 Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
70417,Alexandre Auguste Lippmann,France,1908 Summer,Fencing,"Fencing Men's epee, Individual",Silver
70417,Alexandre Auguste Lippmann,France,1908 Summer,Fencing,"Fencing Men's epee, Team",Gold
70417,Alexandre Auguste Lippmann,France,1920 Summer,Fencing,"Fencing Men's epee, Individual",Silver
70417,Alexandre Auguste Lippmann,France,1920 Summer,Fencing,"Fencing Men's epee, Team",Bronze
70417,Alexandre Auguste Lippmann,France,1924 Summer,Fencing,"Fencing Men's epee, Team",Gold
70420,Werner Lippoldt,East Germany,1972 Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze
70421,Jari Matti Lipponen,Finland,1992 Summer,Archery,Archery Men's Team,Silver
70433,Jaak Lipso,Soviet Union,1964 Summer,Basketball,Basketball Men's Basketball,Silver
70433,Jaak Lipso,Soviet Union,1968 Summer,Basketball,Basketball Men's Basketball,Bronze
70443,Odd Lirhus,Norway,1984 Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
70444,Andrzej Lis,Poland,1980 Summer,Fencing,"Fencing Men's epee, Team",Silver
70446,Lucjan Roman Lis,Poland,1972 Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
70458,Adam Micha Lisewski,Poland,1968 Summer,Fencing,"Fencing Men's Foil, Team",Bronze
70459,Iryna Anatolivna Lishchynska (Nedelenko-),Ukraine,2008 Summer,Athletics,"Athletics Women's 1,500 metres",Silver
70462,Sergey Nikolayevich Lishtvan,Belarus,1996 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
70465,Klaus Lisiewicz,Germany,1964 Summer,Football,Football Men's Football,Bronze
70466,Yekaterina Viktorovna Lisina,Russia,2008 Summer,Basketball,Basketball Women's Basketball,Bronze
70468,Viktor Nikitovich Lisitsky,Soviet Union,1964 Summer,Gymnastics,Gymnastics Men's Individual All-Around,Silver
70468,Viktor Nikitovich Lisitsky,Soviet Union,1964 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
70468,Viktor Nikitovich Lisitsky,Soviet Union,1964 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
70468,Viktor Nikitovich Lisitsky,Soviet Union,1964 Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
70468,Viktor Nikitovich Lisitsky,Soviet Union,1968 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
70470,Vlado Lisjak,Yugoslavia,1984 Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
70476,Hana Likov,Czechoslovakia,1968 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
70477,Karel Lismont,Belgium,1972 Summer,Athletics,Athletics Men's Marathon,Silver
70477,Karel Lismont,Belgium,1976 Summer,Athletics,Athletics Men's Marathon,Bronze
70481,Nataliya Venediktovna Lisovskaya (-Sedykh),Soviet Union,1988 Summer,Athletics,Athletics Women's Shot Put,Gold
70487,"Sandra Denise ""Sandie"" Lister",Great Britain,1992 Summer,Hockey,Hockey Women's Hockey,Bronze
70505,Mariya Petrivna Litoshenko (-Kirkevych),Soviet Union,1976 Summer,Handball,Handball Women's Handball,Gold
70517,Harold Boyd Little,Canada,1924 Summer,Rowing,Rowing Men's Coxed Eights,Silver
70522,Thomas Alfred Royds Littledale,Mouchette-2,1908 Summer,Sailing,Sailing Mixed 12 metres,Silver
70525,Charles William Berry Littlejohn,"New College, Oxford-2",1912 Summer,Rowing,Rowing Men's Coxed Eights,Silver
70530,Henry Charles Littlewort,Great Britain,1912 Summer,Football,Football Men's Football,Gold
70531,Mria Littomeritzky (-Bognr),Hungary,1952 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
70532,Yury Nikolayevich Lituyev,Soviet Union,1952 Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
70535,Artur Sergeyevich Litvinchuk,Belarus,2008 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
70538,Sergey Nikolayevich Litvinov,Soviet Union,1980 Summer,Athletics,Athletics Men's Hammer Throw,Silver
70538,Sergey Nikolayevich Litvinov,Soviet Union,1988 Summer,Athletics,Athletics Men's Hammer Throw,Gold
70540,Lyudmila Anatolyevna Litvinova,Russia,2008 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
70541,Jrgen Litz,Germany,1960 Summer,Rowing,Rowing Men's Coxed Fours,Gold
70543,Liu Ailing,China,1996 Summer,Football,Football Women's Football,Silver
70556,Liu Chunhong,China,2004 Summer,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
70556,Liu Chunhong,China,2008 Summer,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
70572,Liu Guoliang,China,1996 Summer,Table Tennis,Table Tennis Men's Singles,Gold
70572,Liu Guoliang,China-2,1996 Summer,Table Tennis,Table Tennis Men's Doubles,Gold
70572,Liu Guoliang,China,2000 Summer,Table Tennis,Table Tennis Men's Singles,Bronze
70572,Liu Guoliang,China-1,2000 Summer,Table Tennis,Table Tennis Men's Doubles,Silver
70582,Liu Hong,China,2016 Summer,Athletics,Athletics Women's 20 kilometres Walk,Gold
70592,Liu Huixia,China,2016 Summer,Diving,Diving Women's Synchronized Platform,Gold
70595,Liu Jianjun,China-2,1996 Summer,Badminton,Badminton Mixed Doubles,Bronze
70601,Liu Jun,China,1992 Summer,Basketball,Basketball Women's Basketball,Silver
70610,Liu Limin,China,1996 Summer,Swimming,Swimming Women's 100 metres Butterfly,Silver
70614,Liu Liping,China,1984 Summer,Handball,Handball Women's Handball,Bronze
70617,Liu Ming-Huang,Chinese Taipei,2004 Summer,Archery,Archery Men's Team,Silver
70620,Liu Ou,China,2008 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
70620,Liu Ou,China,2012 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
70620,Liu Ou,China,2012 Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
70625,Liu Qing,China,1984 Summer,Basketball,Basketball Women's Basketball,Bronze
70625,Liu Qing,China,1992 Summer,Basketball,Basketball Women's Basketball,Silver
70636,Liu Shiwen,China,2016 Summer,Table Tennis,Table Tennis Women's Team,Gold
70638,Liu Shoubin,China,1988 Summer,Weightlifting,Weightlifting Men's Bantamweight,Bronze
70638,Liu Shoubin,China,1992 Summer,Weightlifting,Weightlifting Men's Bantamweight,Silver
70647,Liu Wei,China-2,1996 Summer,Table Tennis,Table Tennis Women's Doubles,Silver
70651,Liu Xia,China,2004 Summer,Judo,Judo Women's Half-Heavyweight,Silver
70653,Liu Xiang,China,2004 Summer,Athletics,Athletics Men's 110 metres Hurdles,Gold
70660,Liu Xiaobo,China,2012 Summer,Taekwondo,Taekwondo Men's Heavyweight,Bronze
70665,Liu Xiaotong,China,2016 Summer,Volleyball,Volleyball Women's Volleyball,Gold
70669,Liu Xuan,China,2000 Summer,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
70669,Liu Xuan,China,2000 Summer,Gymnastics,Gymnastics Women's Balance Beam,Gold
70670,Liu Xuqing,China,1996 Summer,Softball,Softball Women's Softball,Silver
70671,Liu Yaju,China,1996 Summer,Softball,Softball Women's Softball,Silver
70674,Liu Yanan,China,2004 Summer,Volleyball,Volleyball Women's Volleyball,Gold
70674,Liu Yanan,China,2008 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
70677,Liu Yang,China,2016 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70682,Liu Yin,China,2010 Winter,Curling,Curling Women's Curling,Bronze
70685,Liu Ying,China,1996 Summer,Football,Football Women's Football,Silver
70696,Liu Yumei,China,1984 Summer,Handball,Handball Women's Handball,Bronze
70702,Liu Yuxiang,China,2000 Summer,Judo,Judo Women's Half-Lightweight,Bronze
70708,Liu Zhongqing,China,2010 Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials,Bronze
70710,Liu Zige,China,2008 Summer,Swimming,Swimming Women's 200 metres Butterfly,Gold
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",United States,2008 Summer,Gymnastics,Gymnastics Women's Individual All-Around,Gold
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",United States,2008 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",United States,2008 Summer,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",United States,2008 Summer,Gymnastics,Gymnastics Women's Uneven Bars,Silver
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",United States,2008 Summer,Gymnastics,Gymnastics Women's Balance Beam,Silver
70714,Volodymyr Ivanovych Liutiy,Soviet Union,1988 Summer,Football,Football Men's Football,Gold
70718,Stefan Daniel Patryk Liv (li-),Sweden,2006 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70721,Signe Livbjerg,Denmark,2004 Summer,Sailing,Sailing Women's One Person Dinghy,Bronze
70726,Brent James Livermore,Australia,2000 Summer,Hockey,Hockey Men's Hockey,Bronze
70726,Brent James Livermore,Australia,2004 Summer,Hockey,Hockey Men's Hockey,Gold
70731,Harry Bluett Liversedge,United States,1920 Summer,Athletics,Athletics Men's Shot Put,Bronze
70734,Cesare Liverziani,Italy,1906 Summer,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,Silver
70736,Lino Liviabella,Italy,1936 Summer,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Silver
70738,"Robert Cambridge ""Bob"" Livingston",United States,1932 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
70740,John Cleve Livingston,United States,1972 Summer,Rowing,Rowing Men's Coxed Eights,Silver
70744,"Michael Kent ""Mike"" Livingston",United States,1972 Summer,Rowing,Rowing Men's Coxed Eights,Silver
70749,Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,1992 Summer,Swimming,Swimming Women's 200 metres Backstroke,Bronze
70749,Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,1996 Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
70749,Nicole Dawn Livingstone-Stevenson (-Clayton),Australia,1996 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
70757,Paul Childric Xavier Lizandier,France,1908 Summer,Athletics,"Athletics Men's 3 mile, Team",Bronze
70766,Hac liyev,Azerbaijan,2016 Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
70769,Matija Ljubek,Yugoslavia,1976 Summer,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze
70769,Matija Ljubek,Yugoslavia,1976 Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
70769,Matija Ljubek,Yugoslavia,1984 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
70769,Matija Ljubek,Yugoslavia,1984 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
70772,Ivan Ljubii,Croatia,2004 Summer,Tennis,Tennis Men's Doubles,Bronze
70774,Harald Axel Fredrik Ljung,Sweden,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
70777,Benni Ingemar Ljungbeck,Sweden,1980 Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
70782,Bo Urban Mikael Ljungberg,Sweden,1996 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
70782,Bo Urban Mikael Ljungberg,Sweden,2000 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
70783,Anita Carina Ljungdahl (-Algotsson),Sweden,1980 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
70785,John Arthur Ljunggren,Sweden,1948 Summer,Athletics,Athletics Men's 50 kilometres Walk,Gold
70785,John Arthur Ljunggren,Sweden,1956 Summer,Athletics,Athletics Men's 50 kilometres Walk,Bronze
70785,John Arthur Ljunggren,Sweden,1960 Summer,Athletics,Athletics Men's 50 kilometres Walk,Silver
70790,Bengt Helge Ljungquist,Sweden,1948 Summer,Fencing,"Fencing Men's epee, Team",Bronze
70790,Bengt Helge Ljungquist,Sweden,1952 Summer,Fencing,"Fencing Men's epee, Team",Silver
70795,Roar Ljkelsy,Norway,2006 Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
70795,Roar Ljkelsy,Norway,2006 Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
70800,Vqar Mursal lkbrov,Azerbaijan,2000 Summer,Boxing,Boxing Men's Middleweight,Bronze
70806,Joan Llaneras Rossell,Spain,2000 Summer,Cycling,Cycling Men's Points Race,Gold
70806,Joan Llaneras Rossell,Spain,2004 Summer,Cycling,Cycling Men's Points Race,Silver
70806,Joan Llaneras Rossell,Spain,2008 Summer,Cycling,Cycling Men's Points Race,Gold
70806,Joan Llaneras Rossell,Spain,2008 Summer,Cycling,Cycling Men's Madison,Silver
70823,"Henry Morton ""Harry"" Llewellyn",Great Britain,1948 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
70823,"Henry Morton ""Harry"" Llewellyn",Great Britain,1952 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
70826,Michal Llodra,France-1,2012 Summer,Tennis,Tennis Men's Doubles,Silver
70827,Jorge Llopart Ribas,Spain,1980 Summer,Athletics,Athletics Men's 50 kilometres Walk,Silver
70832,Jos Luis Llorente Gento,Spain,1984 Summer,Basketball,Basketball Men's Basketball,Silver
70840,Andrea Lane Lloyd (-Curry),United States,1988 Summer,Basketball,Basketball Women's Basketball,Gold
70842,Andria Lloyd,Jamaica,1996 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
70843,Carli Anne Lloyd (-Hollins),United States,2008 Summer,Football,Football Women's Football,Gold
70843,Carli Anne Lloyd (-Hollins),United States,2012 Summer,Football,Football Women's Football,Gold
70844,Carli Ellen Lloyd,United States,2016 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
70845,Charles Brian Murray Lloyd,Great Britain,1948 Summer,Rowing,Rowing Men's Coxed Eights,Silver
70852,Graeme John Lloyd,Australia,2004 Summer,Baseball,Baseball Men's Baseball,Silver
70853,John Hardress Lloyd,Ireland-3,1908 Summer,Polo,Polo Men's Polo,Silver
70856,"James ""Jim"" Lloyd",Great Britain,1960 Summer,Boxing,Boxing Men's Welterweight,Bronze
70863,Shereefa Lloyd,Jamaica,2008 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
70863,Shereefa Lloyd,Jamaica,2012 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
70865,Sergio Llull Meli,Spain,2012 Summer,Basketball,Basketball Men's Basketball,Silver
70865,Sergio Llull Meli,Spain,2016 Summer,Basketball,Basketball Men's Basketball,Bronze
70868,Lo Chen-Jung,Chinese Taipei,1992 Summer,Baseball,Baseball Men's Baseball,Silver
70874,Lo Kuo-Chung,Chinese Taipei,1992 Summer,Baseball,Baseball Men's Baseball,Silver
70893,Danyon Joseph Loader,New Zealand,1992 Summer,Swimming,Swimming Men's 200 metres Butterfly,Silver
70893,Danyon Joseph Loader,New Zealand,1996 Summer,Swimming,Swimming Men's 200 metres Freestyle,Gold
70893,Danyon Joseph Loader,New Zealand,1996 Summer,Swimming,Swimming Men's 400 metres Freestyle,Gold
70895,Ionela Loaie,Romania,1996 Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
70896,"John Wilfrid ""Johnny"" Loaring",Canada,1936 Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
70901,Marina Vikentyevna Lobach,Soviet Union,1988 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
70902,Irina Viktorovna Lobacheva (-Averbukh),Russia-1,2002 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
70904,Noel O. Loban,Great Britain,1984 Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
70907,Vladimir Vladimirovich Lobanov,Soviet Union,1980 Winter,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze
70908,Yury Terentyevich Lobanov,Soviet Union,1972 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
70908,Yury Terentyevich Lobanov,Soviet Union,1980 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
70912,Yekaterina Vladimirovna Lobaznyuk,Russia,2000 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
70912,Yekaterina Vladimirovna Lobaznyuk,Russia,2000 Summer,Gymnastics,Gymnastics Women's Horse Vault,Bronze
70912,Yekaterina Vladimirovna Lobaznyuk,Russia,2000 Summer,Gymnastics,Gymnastics Women's Balance Beam,Silver
70919,Jonathan Gatan Cdric Lobert,France,2012 Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,Bronze
70922,Nikita Konstantinovich Lobintsev,Russia,2008 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
70922,Nikita Konstantinovich Lobintsev,Russia,2012 Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
70931,Rebecca Rose Lobo (-Rushin),United States,1996 Summer,Basketball,Basketball Women's Basketball,Gold
70938,Nina Romanivna Lobova (-Hetsko),Soviet Union,1976 Summer,Handball,Handball Women's Handball,Gold
70941,Yekaterina Aleksandrovna Lobysheva,Russia,2006 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
70941,Yekaterina Aleksandrovna Lobysheva,Russia,2014 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
70948,Ugo Locatelli,Italy,1936 Summer,Football,Football Men's Football,Gold
70950,Felix Loch,Germany,2010 Winter,Luge,Luge Men's Singles,Gold
70950,Felix Loch,Germany,2014 Winter,Luge,Luge Men's Singles,Gold
70950,Felix Loch,Germany,2014 Winter,Luge,Luge Mixed Team Relay,Gold
70960,Steve Locher,Switzerland,1992 Winter,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
70961,"Rudolf ""Rudi"" Lochner",Germany-1,1992 Winter,Bobsleigh,Bobsleigh Men's Two,Silver
70965,Ryan Steven Lochte,United States,2004 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,United States,2004 Summer,Swimming,Swimming Men's 200 metres Individual Medley,Silver
70965,Ryan Steven Lochte,United States,2008 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,United States,2008 Summer,Swimming,Swimming Men's 200 metres Backstroke,Gold
70965,Ryan Steven Lochte,United States,2008 Summer,Swimming,Swimming Men's 200 metres Individual Medley,Bronze
70965,Ryan Steven Lochte,United States,2008 Summer,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
70965,Ryan Steven Lochte,United States,2012 Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
70965,Ryan Steven Lochte,United States,2012 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,United States,2012 Summer,Swimming,Swimming Men's 200 metres Backstroke,Bronze
70965,Ryan Steven Lochte,United States,2012 Summer,Swimming,Swimming Men's 200 metres Individual Medley,Silver
70965,Ryan Steven Lochte,United States,2012 Summer,Swimming,Swimming Men's 400 metres Individual Medley,Gold
70965,Ryan Steven Lochte,United States,2016 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70970,Vivian Noverre Lockett,Great Britain,1920 Summer,Polo,Polo Men's Polo,Gold
70978,Roscoe Conkling Lockwood,Vesper Boat Club,1900 Summer,Rowing,Rowing Men's Coxed Eights,Gold
70979,William Lockwood,Australia,2012 Summer,Rowing,Rowing Men's Coxless Fours,Silver
70979,William Lockwood,Australia,2016 Summer,Rowing,Rowing Men's Coxless Fours,Silver
70984,Yves Loday,France,1992 Summer,Sailing,Sailing Mixed Multihull,Gold
70992,Matteo Lodo,Italy,2016 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
70994,Todd Lodwick,United States,2010 Winter,Nordic Combined,Nordic Combined Men's Team,Silver
70995,Sven Lodziewski,East Germany,1988 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
70997,Thomas Loebb,West Germany,1984 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
70998,Werner Ernst Loeckle,Germany,1936 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
71002,Leijn Loevesijn,Netherlands,1968 Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
71007,Emanuel Lffler,Czechoslovakia,1928 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
71007,Emanuel Lffler,Czechoslovakia,1928 Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
